MDT_CORRIDOR_ID,SMS_REFPOST_OFFSET,CITY,COUNTY,Month,Year,SMS_TIME,SMT_CRASH_OCC_DAY_OF_WEEK,JUNCTION_RELATED,ROADWAY_RELATED,WEATHER_COND,ROAD_COND,LIGHT_COND,CRASH_SEVERITY,COLLISION_TYPE,LATITUDE,LONGITUDE
C000011N,042+0.914,LIVINGSTON,PARK,May,2016,21:30,WED,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,WILD ANIMAL,45.50514675,-110.615324
C000011N,043+0.240,,PARK,December,2014,17:15,MON,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.50969381,-110.6136158
C000011N,043+0.240,NOT IN CITY LIMITS,PARK,OCTOBER,2017,23:37,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.50971708,-110.6137806
C000011N,043+0.246,,PARK,September,2016,7:00,MON,INTERSECTION-RELATED,ON ROADWAY,CLEAR,DRY,DAWN,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.50981147,-110.6137703
C000011N,043+0.389,,PARK,December,2015,19:33,SAT,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.51178384,-110.6128509
C000011N,043+0.530,,PARK,October,2013,5:50,FRI,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.51377688,-110.6120808
C000011N,043+0.540,,PARK,November,2013,19:10,FRI,NON-JUNCTION,SHOULDER,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.51387738,-110.6119034
C000011N,044+0.385,,PARK,September,2016,18:55,WED,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,INCAPACITATING INJURY ACCIDENT,"SIDESWIPE, OPPOSITE DIRECTION",45.52555539,-110.6072845
C000011N,044+0.385,NOT IN CITY LIMITS,PARK,DECEMBER,2017,14:00,FRI,INTERSECTION-RELATED,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR-END,45.52556721,-110.6072911
C000011N,044+0.516,,PARK,January,2014,18:20,THU,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.52736167,-110.6065617
C000011N,044+0.671,NOT IN CITY LIMITS,PARK,NOVEMBER,2017,3:50,TUE,NON-JUNCTION,ON ROADWAY,"FOG, SMOG, SMOKE",ICE/FROST,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),DOMESTIC ANIMAL,45.52957069,-110.605669
C000011N,044+0.900,,PARK,January,2016,18:50,SUN,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.53276282,-110.6044497
C000011N,045+0.280,,PARK,October,2013,7:30,FRI,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAWN,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.53809297,-110.6024581
C000011N,045+0.360,,PARK,June,2015,21:25,SAT,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DUSK,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.53915125,-110.6019606
C000011N,045+0.373,,PARK,June,2014,22:30,SAT,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.53935,-110.6018517
C000011N,045+0.404,NOT IN CITY LIMITS,PARK,SEPTEMBER,2017,19:40,WED,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.53975145,-110.6016712
C000011N,045+0.435,,PARK,August,2016,22:45,FRI,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.54021793,-110.6015264
C000011N,045+0.435,NOT IN CITY LIMITS,PARK,AUGUST,2017,21:15,THU,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.54015306,-110.6014581
C000011N,045+0.504,,PARK,August,2016,20:45,MON,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,WILD ANIMAL,45.54113332,-110.6010422
C000011N,045+0.597,,PARK,September,2015,7:05,MON,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.54242,-110.6006
C000011N,045+0.621,NOT IN CITY LIMITS,PARK,APRIL,2017,5:02,MON,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAWN,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.54278137,-110.6003411
C000011N,045+0.627,,PARK,August,2014,3:00,FRI,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.5428646,-110.6003447
C000011N,045+0.627,,PARK,August,2015,6:01,FRI,NON-JUNCTION,ROADSIDE LEFT,CLEAR,DRY,DAWN,INCAPACITATING INJURY ACCIDENT,ROLL OVER,45.54287,-110.6003217
C000011N,045+0.697,,PARK,September,2015,5:45,WED,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAWN,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.54384937,-110.6001203
C000011N,045+0.996,,PARK,September,2014,7:08,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.548,-110.59828
C000011N,046+0.210,,PARK,July,2016,17:35,TUE,INTERSECTION-RELATED,ON ROADWAY,CLEAR,DRY,DAYLIGHT,INCAPACITATING INJURY ACCIDENT,REAR-END,45.55095498,-110.5973053
C000011N,046+0.420,,PARK,June,2016,19:17,MON,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.55390978,-110.5960079
C000011N,046+0.463,,PARK,May,2014,20:45,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.55446231,-110.5958095
C000011N,046+0.488,NOT IN CITY LIMITS,PARK,SEPTEMBER,2017,21:07,TUE,NON-JUNCTION,ON ROADWAY,RAIN,WET,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.55479704,-110.5954837
C000011N,046+0.755,,PARK,August,2016,21:30,WED,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.5585327,-110.5940115
C000011N,046+0.997,,PARK,January,2015,17:53,THU,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.5619,-110.5927
C000011N,047+0.042,NOT IN CITY LIMITS,PARK,MAY,2017,6:00,WED,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.562564,-110.5925622
C000011N,047+0.092,,PARK,July,2016,22:30,THU,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.56315699,-110.5922087
C000011N,047+0.111,,PARK,March,2016,6:25,THU,NON-JUNCTION,SHOULDER,CLOUDY,DRY,DAWN,POSSIBLE INJURY ACCIDENT,ROLL OVER,45.56344058,-110.59221
C000011N,047+0.550,,PARK,January,2013,12:15,MON,NON-JUNCTION,ROADSIDE LEFT,SEVERE CROSSWINDS,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.56972167,-110.5896817
C000011N,047+0.638,,PARK,March,2015,1:45,SAT,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.57077282,-110.5892252
C000011N,047+0.811,,PARK,May,2016,10:40,TUE,NON-JUNCTION,ROADSIDE RIGHT,SNOW,WET,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),IMMERSION,45.57305908,-110.5877457
C000011N,048+0.126,,PARK,February,2014,2:00,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.57699169,-110.5844168
C000011N,048+0.194,NOT IN CITY LIMITS,PARK,OCTOBER,2017,6:40,WED,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.57766786,-110.5835016
C000011N,048+0.586,,PARK,July,2014,17:10,SAT,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),"SIDESWIPE, OPPOSITE DIRECTION",45.58190506,-110.5780305
C000011N,048+0.660,,PARK,October,2013,14:50,TUE,NON-JUNCTION,ROADSIDE RIGHT,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.58264334,-110.577035
C000011N,048+0.678,,PARK,January,2014,12:00,FRI,NON-JUNCTION,ON ROADWAY,SLEET/HAIL/FREEZING RAIN/DRIZZLE,SLUSH,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.58286027,-110.5766885
C000011N,048+0.784,NOT IN CITY LIMITS,PARK,AUGUST,2017,0:30,SUN,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.5841152,-110.5754899
C000011N,048+0.808,LIVINGSTON,PARK,July,2015,21:09,THU,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DUSK,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.58439559,-110.5750936
C000011N,048+0.827,,PARK,May,2015,20:30,TUE,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.58460167,-110.5750417
C000011N,048+0.846,NOT IN CITY LIMITS,PARK,JUNE,2017,18:39,THU,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR-END,45.58489042,-110.5749165
C000011N,048+0.852,NOT IN CITY LIMITS,PARK,NOVEMBER,2017,12:05,WED,NON-JUNCTION,ROADSIDE LEFT,SNOW,SLUSH,DAYLIGHT,INCAPACITATING INJURY ACCIDENT,ROLL OVER,45.58498084,-110.5749509
C000011N,048+0.858,,PARK,October,2016,3:30,MON,NON-JUNCTION,ROADSIDE RIGHT,CLOUDY,WET,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.58503897,-110.5747728
C000011N,048+0.926,,PARK,November,2014,17:00,TUE,NON-JUNCTION,ROADSIDE RIGHT,SNOW,ICE/FROST,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.58600663,-110.5743341
C000011N,048+0.944,,PARK,February,2014,0:35,SAT,NON-JUNCTION,ROADSIDE LEFT,SNOW,SNOW,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.58622742,-110.5741333
C000011N,049+0.001,NOT IN CITY LIMITS,PARK,NOVEMBER,2017,14:23,SAT,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.58661,-110.57386
C000011N,049+0.044,,PARK,July,2015,23:35,WED,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.58720833,-110.5734883
C000011N,049+0.156,NOT IN CITY LIMITS,PARK,JULY,2017,5:20,THU,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAWN,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.58874303,-110.5729557
C000011N,049+0.300,,PARK,December,2013,15:20,SUN,NON-JUNCTION,ON ROADWAY,SNOW,ICE/FROST,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR-END,45.59083174,-110.5721345
C000011N,049+0.615,,PARK,March,2016,8:05,THU,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.59518511,-110.5711601
C000011N,049+0.720,,PARK,December,2013,19:28,TUE,NON-JUNCTION,ROADSIDE LEFT,SNOW,SLUSH,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.596795,-110.57162
C000011N,049+0.750,,PARK,November,2013,20:22,SAT,NON-JUNCTION,ROADSIDE LEFT,CLOUDY,WET,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.59715063,-110.5717811
C000011N,049+0.758,LIVINGSTON,PARK,September,2015,8:00,FRI,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,"LEFT TURN, SAME DIRECTION",45.59723977,-110.5718082
C000011N,049+0.839,,PARK,April,2015,8:55,MON,INTERSECTION-RELATED,ON ROADWAY,CLEAR,DRY,DAYLIGHT,POSSIBLE INJURY ACCIDENT,REAR-END,45.59834627,-110.5721634
C000011N,049+0.844,,PARK,July,2014,10:00,SAT,INTERSECTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR-END,45.59844167,-110.5721467
C000011N,049+0.875,,PARK,August,2014,21:40,WED,INTERSECTION-RELATED,ROADSIDE LEFT,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,FIXED OBJECT,45.5988165,-110.5725197
C000011N,049+0.881,NOT IN CITY LIMITS,PARK,JANUARY,2017,5:10,MON,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.59893045,-110.572424
C000011N,049+0.900,,PARK,September,2013,22:10,MON,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.59914883,-110.5726142
C000011N,049+0.932,NOT IN CITY LIMITS,PARK,DECEMBER,2017,17:10,FRI,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.59958793,-110.5727667
C000011N,049+0.975,,PARK,April,2016,6:20,MON,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAWN,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),HEAD ON,45.60019044,-110.572963
C000011N,050+0.012,NOT IN CITY LIMITS,PARK,FEBRUARY,2017,17:55,THU,NON-JUNCTION,ON ROADWAY,CLEAR,SNOW,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIRE/ EXPLOSION,45.60071271,-110.5731173
C000011N,050+0.111,,PARK,November,2016,22:10,FRI,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.60242783,-110.5738297
C000011N,050+0.240,,PARK,December,2013,8:02,THU,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,ICE/FROST,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.60429497,-110.5745416
C000011N,050+0.253,,PARK,February,2015,8:05,TUE,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.60437051,-110.5746086
C000011N,050+0.426,NOT IN CITY LIMITS,PARK,JUNE,2017,8:20,SAT,INTERSECTION-RELATED,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR-END,45.60675115,-110.5755278
C000011N,050+0.488,,PARK,September,2015,11:30,THU,DRIVEWAY/ALLEY ACCESS RELATED,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR-END,45.60768639,-110.5756928
C000011N,050+0.556,,PARK,November,2015,17:30,THU,NON-JUNCTION,OUTSIDE RIGHT-OF-WAY (TRAFFICWAY),CLEAR,DRY,DARK-NOT LIGHTED,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,FIXED OBJECT,45.60872474,-110.5758449
C000011N,050+0.612,,PARK,January,2015,18:00,MON,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.60942823,-110.5764323
C000011N,050+0.710,,PARK,August,2013,11:30,SAT,DRIVEWAY/ALLEY ACCESS RELATED,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),DOMESTIC ANIMAL,45.61082499,-110.5770333
C000011N,050+0.850,,PARK,January,2013,2:00,WED,NON-JUNCTION,SHOULDER,SNOW,SNOW,DARK-NOT LIGHTED,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,FIXED OBJECT,45.6127716,-110.5777027
C000011N,050+0.984,,PARK,January,2015,15:00,FRI,NON-JUNCTION,ON ROADWAY,SNOW,WET,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.61462258,-110.578495
C000011N,051+0.001,,PARK,December,2014,14:02,SAT,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.61486,-110.5785
C000011N,051+0.050,,PARK,December,2013,16:04,MON,NON-JUNCTION,ROADSIDE LEFT,SNOW,SNOW,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,ROLL OVER,45.61567833,-110.5790283
C000011N,051+0.118,,PARK,January,2016,22:25,WED,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.61656006,-110.5789907
C000011N,051+0.459,NOT IN CITY LIMITS,PARK,NOVEMBER,2017,6:40,WED,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAWN,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,WILD ANIMAL,45.62148764,-110.5784791
C000011N,051+0.500,,PARK,July,2013,17:45,SUN,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,RIGHT ANGLE,45.62219735,-110.5783649
C000011N,051+0.502,NOT IN CITY LIMITS,PARK,MARCH,2017,18:55,THU,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.62206353,-110.5785846
C000011N,051+0.521,NOT IN CITY LIMITS,PARK,JULY,2017,22:55,FRI,INTERSECTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),RIGHT ANGLE,45.62235095,-110.5783925
C000011N,051+0.527,NOT IN CITY LIMITS,PARK,SEPTEMBER,2017,13:30,SUN,INTERSECTION-RELATED,ROADSIDE RIGHT,"FOG, SMOG, SMOKE",DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.62240302,-110.5783252
C000011N,051+0.595,NOT IN CITY LIMITS,PARK,AUGUST,2017,9:15,FRI,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.62339374,-110.5781213
C000011N,051+0.630,,PARK,July,2013,11:45,TUE,NON-JUNCTION,SHOULDER,CLEAR,DRY,DAYLIGHT,INCAPACITATING INJURY ACCIDENT,FIXED OBJECT,45.62404141,-110.5780101
C000011N,051+0.639,,PARK,February,2015,13:40,SAT,NON-JUNCTION,SHOULDER,CLOUDY,SLUSH,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.62403867,-110.5780509
C000011N,051+0.663,NOT IN CITY LIMITS,PARK,AUGUST,2017,20:45,THU,NON-JUNCTION,ON ROADWAY,"FOG, SMOG, SMOKE",DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.62440809,-110.5780689
C000011N,051+0.669,,PARK,June,2016,17:00,THU,DRIVEWAY/ALLEY ACCESS RELATED,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR-END,45.62447176,-110.5780646
C000011N,051+0.694,,PARK,November,2016,16:07,WED,DRIVEWAY/ALLEY ACCESS RELATED,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR-END,45.62486526,-110.5779311
C000011N,051+0.805,,PARK,August,2016,14:40,FRI,DRIVEWAY/ALLEY ACCESS RELATED,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR-END,45.62646103,-110.577446
C000011N,051+0.837,NOT IN CITY LIMITS,PARK,APRIL,2017,20:29,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.62691428,-110.5775236
C000011N,051+0.843,NOT IN CITY LIMITS,PARK,JULY,2017,15:45,THU,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.6269511,-110.5774773
C000011N,051+0.843,NOT IN CITY LIMITS,PARK,JUNE,2017,19:55,SAT,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.626915,-110.5772426
C000011N,051+0.886,NOT IN CITY LIMITS,PARK,FEBRUARY,2017,7:05,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAWN,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.62754602,-110.5772654
C000011N,051+0.905,,PARK,November,2016,15:50,WED,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR-END,45.62783737,-110.5773194
C000011N,051+0.961,,PARK,August,2015,20:40,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.62869846,-110.5770682
C000011N,051+0.967,NOT IN CITY LIMITS,PARK,JULY,2017,0:47,TUE,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.62878441,-110.5771336
C000011N,052+0.001,,PARK,July,2014,21:45,THU,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.62924,-110.57686
C000011N,052+0.007,NOT IN CITY LIMITS,PARK,SEPTEMBER,2017,11:20,FRI,NON-JUNCTION,ON ROADWAY,RAIN,WET,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR-END,45.62932651,-110.5768395
