MDT_CORRIDOR_ID,SMS_REFPOST_OFFSET,CITY,COUNTY,Month,Year,SMS_TIME,SMT_CRASH_OCC_DAY_OF_WEEK,JUNCTION_RELATED,ROADWAY_RELATED,WEATHER_COND,ROAD_COND,LIGHT_COND,CRASH_SEVERITY,COLLISION_TYPE,LATITUDE,LONGITUDE
C000090E,300+0.960,,GALLATIN,December,2013,17:40,THU,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),"SIDESWIPE, SAME DIRECTION",45.75070876,-111.1356289
C000090E,300+0.987,NOT IN CITY LIMITS,GALLATIN,NOVEMBER,2017,7:00,WED,NON-JUNCTION,ON ROADWAY,CLOUDY,ICE/FROST,DARK-NOT LIGHTED,POSSIBLE INJURY ACCIDENT,RIGHT ANGLE,45.75060851,-111.1350716
C000090E,301+0.000,NOT IN CITY LIMITS,GALLATIN,MARCH,2017,7:55,MON,NON-JUNCTION,GORE,CLOUDY,ICE/FROST,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.75051,-111.13487
C000090E,301+0.000,NOT IN CITY LIMITS,GALLATIN,MARCH,2017,18:30,SUN,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,POSSIBLE INJURY ACCIDENT,REAR-END,45.75051,-111.13487
C000090E,301+0.062,,GALLATIN,January,2014,10:28,WED,NON-JUNCTION,ON ROADWAY,SNOW,SNOW,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),RIGHT ANGLE,45.7501199,-111.1337347
C000090E,301+0.173,NOT IN CITY LIMITS,GALLATIN,DECEMBER,2017,20:35,WED,NON-JUNCTION,MEDIAN,SNOW,ICE/FROST,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.74942333,-111.1316384
C000090E,301+0.220,,GALLATIN,January,2013,17:30,THU,NON-JUNCTION,ROADSIDE RIGHT,SNOW,ICE/FROST,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.74940953,-111.1308661
C000090E,301+0.465,,GALLATIN,September,2015,19:20,FRI,NON-JUNCTION,ON ROADWAY,RAIN,WET,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR-END,45.74746,-111.1263617
C000090E,301+0.480,,GALLATIN,August,2013,21:05,THU,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DUSK,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.74762343,-111.12588
C000090E,301+0.664,,GALLATIN,December,2014,8:20,WED,NON-JUNCTION,ON ROADWAY,CLOUDY,ICE/FROST,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),RIGHT ANGLE,45.74612669,-111.1227472
C000090E,301+0.740,,GALLATIN,December,2013,12:50,THU,NON-JUNCTION,SHOULDER,CLOUDY,ICE/FROST,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,FIXED OBJECT,45.74553125,-111.1212061
C000090E,301+0.794,NOT IN CITY LIMITS,GALLATIN,JANUARY,2017,21:15,TUE,NON-JUNCTION,ON ROADWAY,SNOW,SNOW,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),"SIDESWIPE, SAME DIRECTION",45.74513044,-111.1203882
C000090E,301+0.838,NOT IN CITY LIMITS,GALLATIN,JANUARY,2017,6:20,TUE,NON-JUNCTION,ROADSIDE RIGHT,SNOW,ICE/FROST,DARK-NOT LIGHTED,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,ROLL OVER,45.74477526,-111.1195963
C000090E,301+0.838,NOT IN CITY LIMITS,GALLATIN,JUNE,2017,13:30,THU,NON-JUNCTION,SHOULDER,SLEET/HAIL/FREEZING RAIN/DRIZZLE,OTHER,DAYLIGHT,POSSIBLE INJURY ACCIDENT,REAR-END,45.74478288,-111.1196735
C000090E,301+0.857,NOT IN CITY LIMITS,GALLATIN,MARCH,2017,15:45,SUN,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),OTHER,45.74466261,-111.1192889
C000090E,301+0.970,,GALLATIN,May,2013,22:31,MON,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,INCAPACITATING INJURY ACCIDENT,BICYCLE,45.74393915,-111.1173671
C000090E,301+0.980,,GALLATIN,November,2016,18:15,SAT,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,WILD ANIMAL,45.74357612,-111.1172603
C000090E,301+0.993,,GALLATIN,June,2015,12:15,MON,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,POSSIBLE INJURY ACCIDENT,LOST CONTROL,45.74345333,-111.1170333
C000090E,301+0.999,,GALLATIN,January,2016,2:38,TUE,NON-JUNCTION,MEDIAN,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.74343,-111.1169
C000090E,302+0.060,,GALLATIN,November,2013,17:51,THU,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR-END,45.74320433,-111.1158328
C000090E,302+0.080,,GALLATIN,October,2013,22:30,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.74266929,-111.1155166
C000090E,302+0.166,,GALLATIN,February,2016,17:00,TUE,NON-JUNCTION,MEDIAN,CLOUDY,DRY,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,ROLL OVER,45.74199,-111.1141
C000090E,302+0.215,,GALLATIN,July,2015,22:00,THU,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.74154359,-111.1133845
C000090E,302+0.247,NOT IN CITY LIMITS,GALLATIN,DECEMBER,2017,18:15,FRI,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.74126951,-111.1129122
C000090E,302+0.271,,GALLATIN,November,2015,4:35,FRI,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.74105,-111.1125
C000090E,302+0.271,NOT IN CITY LIMITS,GALLATIN,JANUARY,2017,7:00,TUE,NON-JUNCTION,ON ROADWAY,SNOW,ICE/FROST,DARK-NOT LIGHTED,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,REAR-END,45.74102467,-111.1124026
C000090E,302+0.396,NOT IN CITY LIMITS,GALLATIN,DECEMBER,2017,8:30,SAT,NON-JUNCTION,ROADSIDE RIGHT,SNOW,SNOW,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.73995797,-111.1103387
C000090E,302+0.420,,GALLATIN,October,2013,17:50,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR-END,45.740045,-111.1099017
C000090E,302+0.551,,GALLATIN,January,2015,7:23,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR-END,45.73867333,-111.1078367
C000090E,302+0.551,NOT IN CITY LIMITS,GALLATIN,JUNE,2017,9:45,MON,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.73865546,-111.1077274
C000090E,302+0.557,,GALLATIN,September,2014,1:00,SAT,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,POSSIBLE INJURY ACCIDENT,WILD ANIMAL,45.73863837,-111.1076775
C000090E,302+0.569,,GALLATIN,May,2016,12:09,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,INCAPACITATING INJURY ACCIDENT,REAR-END,45.73853311,-111.1074721
C000090E,302+0.576,,GALLATIN,July,2014,17:50,MON,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,POSSIBLE INJURY ACCIDENT,REAR-END,45.73843981,-111.1073008
C000090E,302+0.588,BELGRADE,GALLATIN,NOVEMBER,2017,12:39,SUN,NON-JUNCTION,OFF ROADWAY LOCATION UNKNOWN,CLEAR,SLUSH,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),U TURN,45.73835096,-111.1071595
C000090E,302+0.862,NOT IN CITY LIMITS,GALLATIN,NOVEMBER,2017,19:10,SAT,NON-JUNCTION,MEDIAN,CLEAR,SLUSH,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.73602238,-111.1026369
C000090E,302+0.886,,GALLATIN,December,2015,0:41,WED,NON-JUNCTION,ON ROADWAY,CLOUDY,ICE/FROST,DARK-NOT LIGHTED,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,WILD ANIMAL,45.73576788,-111.1021826
C000090E,302+0.911,,GALLATIN,December,2016,4:40,FRI,NON-JUNCTION,MEDIAN,CLOUDY,ICE/FROST,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.73559427,-111.1017144
C000090E,302+0.936,,GALLATIN,December,2015,21:40,WED,NON-JUNCTION,ON ROADWAY,CLOUDY,ICE/FROST,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.73528812,-111.1013869
C000090E,302+0.940,,GALLATIN,December,2013,10:40,WED,NON-JUNCTION,ROADSIDE RIGHT,CLOUDY,ICE/FROST,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.73520868,-111.1011935
C000090E,303+0.045,,GALLATIN,November,2014,5:40,WED,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.73438204,-111.0995779
C000090E,303+0.082,,GALLATIN,July,2014,17:45,THU,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR-END,45.73417334,-111.0987969
C000090E,303+0.082,,GALLATIN,March,2014,12:25,SAT,DRIVEWAY/ALLEY ACCESS RELATED,ON ROADWAY,CLEAR,DRY,DAYLIGHT,POSSIBLE INJURY ACCIDENT,REAR-END,45.73405875,-111.0989076
C000090E,303+0.100,,GALLATIN,June,2013,16:10,SUN,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,REAR-END,45.73413165,-111.0985516
C000090E,303+0.110,,GALLATIN,December,2013,14:25,TUE,NON-JUNCTION,SHOULDER,SNOW,SNOW,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.73373085,-111.0983134
C000090E,303+0.380,,GALLATIN,July,2013,18:00,FRI,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),NOT FIXED OBJECT OR DEBRIS,45.73180689,-111.0938638
C000090E,303+0.400,,GALLATIN,July,2013,5:50,FRI,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAWN,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),"SIDESWIPE, SAME DIRECTION",45.73129333,-111.09367
C000090E,303+0.425,,GALLATIN,November,2016,14:55,TUE,NON-JUNCTION,ROADSIDE LEFT,CLOUDY,ICE/FROST,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,ROLL OVER,45.73112755,-111.0932755
C000090E,303+0.425,NOT IN CITY LIMITS,GALLATIN,JULY,2017,18:05,TUE,NON-JUNCTION,ROADSIDE RIGHT,CLOUDY,DRY,DAYLIGHT,INCAPACITATING INJURY ACCIDENT,ROLL OVER,45.73107903,-111.0932668
C000090E,303+0.470,,GALLATIN,November,2013,14:30,FRI,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),NOT FIXED OBJECT OR DEBRIS,45.73103632,-111.0924053
C000090E,303+0.470,,GALLATIN,December,2013,9:32,WED,NON-JUNCTION,ROADSIDE RIGHT,CLOUDY,ICE/FROST,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.7306501,-111.0924006
C000090E,303+0.510,,GALLATIN,December,2013,10:40,TUE,NON-JUNCTION,SHOULDER,SNOW,ICE/FROST,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,RIGHT ANGLE,45.73032604,-111.091811
C000090E,303+0.562,NOT IN CITY LIMITS,GALLATIN,JUNE,2017,13:55,THU,NON-JUNCTION,ON ROADWAY,SLEET/HAIL/FREEZING RAIN/DRIZZLE,WET,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR-END,45.72979328,-111.0910255
C000090E,303+0.580,,GALLATIN,April,2013,5:35,MON,NON-JUNCTION,ROADSIDE RIGHT,SNOW,ICE/FROST,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.72974542,-111.0906158
C000090E,303+0.580,,GALLATIN,April,2013,5:00,MON,NON-JUNCTION,ROADSIDE RIGHT,SNOW,ICE/FROST,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.72972497,-111.0906089
C000090E,303+0.636,,GALLATIN,August,2016,15:35,WED,NON-JUNCTION,ROADSIDE LEFT,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.72934969,-111.0896328
C000090E,303+0.679,,GALLATIN,October,2016,7:30,TUE,NON-JUNCTION,ROADSIDE RIGHT,SNOW,SLUSH,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.72895179,-111.0890236
C000090E,303+0.692,,GALLATIN,November,2016,21:55,WED,NON-JUNCTION,ON ROADWAY,CLOUDY,ICE/FROST,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.72881184,-111.0888176
C000090E,303+0.700,,GALLATIN,December,2013,22:30,THU,NON-JUNCTION,ON ROADWAY,CLOUDY,ICE/FROST,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),JACKKNIFE,45.72876189,-111.0884915
C000090E,303+0.748,,GALLATIN,May,2014,15:56,THU,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),NOT FIXED OBJECT OR DEBRIS,45.728415,-111.0877717
C000090E,303+0.754,NOT IN CITY LIMITS,GALLATIN,NOVEMBER,2017,7:50,TUE,NON-JUNCTION,ON ROADWAY,CLOUDY,ICE/FROST,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR-END,45.72829066,-111.087788
C000090E,303+0.850,,GALLATIN,January,2013,13:28,MON,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,UNKNOWN,"SIDESWIPE, SAME DIRECTION",45.72769982,-111.0861761
C000090E,303+0.950,,GALLATIN,March,2013,8:30,FRI,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.72653867,-111.0844754
C000090E,303+0.997,,GALLATIN,June,2014,4:00,SUN,NON-JUNCTION,SHOULDER,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,ROLL OVER,45.72618309,-111.0837479
C000090E,303+0.997,BOZEMAN,GALLATIN,September,2015,8:38,THU,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,DRY,DAYLIGHT,POSSIBLE INJURY ACCIDENT,FIXED OBJECT,45.72619,-111.08369
C000090E,303+0.997,,GALLATIN,March,2016,21:00,MON,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,WILD ANIMAL,45.72619,-111.08369
C000090E,304+0.042,,GALLATIN,November,2015,7:10,SUN,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAWN,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,WILD ANIMAL,45.72578053,-111.0829933
C000090E,304+0.060,,GALLATIN,January,2013,7:28,TUE,NON-JUNCTION,ROADSIDE LEFT,SNOW,SNOW,DAWN,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.72601615,-111.0827269
C000090E,304+0.068,,GALLATIN,June,2015,22:55,THU,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.7255886,-111.0826176
C000090E,304+0.080,,GALLATIN,November,2016,6:12,FRI,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DUSK,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.72549367,-111.0824235
C000090E,304+0.148,,GALLATIN,November,2015,2:25,MON,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.72485165,-111.081272
C000090E,304+0.173,NOT IN CITY LIMITS,GALLATIN,JANUARY,2017,9:25,FRI,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),"SIDESWIPE, SAME DIRECTION",45.72469441,-111.0808996
C000090E,304+0.247,,GALLATIN,December,2016,12:11,THU,NON-JUNCTION,MEDIAN,SNOW,ICE/FROST,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.72407529,-111.0796387
C000090E,304+0.310,BOZEMAN,GALLATIN,DECEMBER,2017,18:05,WED,NON-JUNCTION,ROADSIDE RIGHT,CLOUDY,ICE/FROST,DARK-LIGHTED,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,FIXED OBJECT,45.72356754,-111.0785878
C000090E,304+0.359,,GALLATIN,December,2014,10:45,SUN,NON-JUNCTION,ROADSIDE RIGHT,SNOW,ICE/FROST,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.72307234,-111.077734
C000090E,304+0.459,,GALLATIN,December,2015,1:02,THU,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.72219833,-111.0760633
C000090E,304+0.459,NOT IN CITY LIMITS,GALLATIN,JUNE,2017,22:25,MON,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.72220993,-111.076149
C000090E,304+0.470,,GALLATIN,December,2013,14:50,THU,NON-JUNCTION,ROADSIDE RIGHT,CLEAR,ICE/FROST,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.72204438,-111.0757533
C000090E,304+0.496,BOZEMAN,GALLATIN,March,2016,19:20,FRI,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),OTHER,45.72187818,-111.0754529
C000090E,304+0.664,BOZEMAN,GALLATIN,November,2016,17:35,SUN,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DUSK,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.72044956,-111.0727343
C000090E,304+0.680,,GALLATIN,February,2013,18:05,FRI,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DUSK,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,ROLL OVER,45.72061694,-111.072345
C000090E,304+0.689,BOZEMAN,GALLATIN,JANUARY,2017,10:15,THU,NON-JUNCTION,MEDIAN,CLOUDY,ICE/FROST,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),NOT FIXED OBJECT OR DEBRIS,45.72031691,-111.0722666
C000090E,304+0.720,BOZEMAN,GALLATIN,June,2014,17:00,FRI,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INCAPACITATING EVIDENT INJURY ACCIDENT,NOT FIXED OBJECT OR DEBRIS,45.71997833,-111.07182
C000090E,304+0.726,BOZEMAN,GALLATIN,October,2014,8:20,WED,NON-JUNCTION,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),PEDESTRIAN,45.71999412,-111.071655
C000090E,304+0.730,,GALLATIN,November,2013,18:05,FRI,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.71978333,-111.0714317
C000090E,304+0.780,,GALLATIN,July,2013,19:20,THU,NON-JUNCTION,ROADSIDE LEFT,CLOUDY,DRY,DAYLIGHT,POSSIBLE INJURY ACCIDENT,FIXED OBJECT,45.71949,-111.0706283
C000090E,304+0.832,NOT IN CITY LIMITS,GALLATIN,OCTOBER,2017,23:00,SAT,NON-JUNCTION,ON ROADWAY,RAIN,WET,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.71898105,-111.0699202
C000090E,304+0.838,BOZEMAN,GALLATIN,June,2016,14:23,THU,NON-JUNCTION,OFF ROADWAY LOCATION UNKNOWN,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.71899583,-111.0698082
C000090E,304+0.851,NOT IN CITY LIMITS,GALLATIN,NOVEMBER,2017,11:45,MON,ENTRANCE/EXIT RAMP,ON ROADWAY,CLOUDY,ICE/FROST,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),RIGHT ANGLE,45.71880687,-111.0695719
C000090E,304+0.900,BOZEMAN,GALLATIN,NOVEMBER,2017,7:45,SAT,ENTRANCE/EXIT RAMP,ROADSIDE RIGHT,SNOW,SNOW,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.71843363,-111.0688174
C000090E,305+0.000,BOZEMAN,GALLATIN,NOVEMBER,2017,12:59,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),"SIDESWIPE, SAME DIRECTION",45.71755,-111.06714
C000090E,305+0.020,,GALLATIN,June,2013,11:23,MON,ENTRANCE/EXIT RAMP,SHOULDER,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.71622667,-111.064065
C000090E,305+0.074,NOT IN CITY LIMITS,GALLATIN,DECEMBER,2017,4:30,THU,NON-JUNCTION,ROADSIDE RIGHT,CLOUDY,ICE/FROST,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.71679,-111.06604
C000090E,305+0.081,BOZEMAN,GALLATIN,October,2014,7:25,FRI,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.71669983,-111.0659998
C000090E,305+0.106,BOZEMAN,GALLATIN,October,2014,7:20,FRI,NON-JUNCTION,SHOULDER,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),ROLL OVER,45.71647779,-111.0655421
C000090E,305+0.229,BOZEMAN,GALLATIN,November,2014,12:15,SUN,UNKNOWN,ON ROADWAY,CLEAR,SNOW,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),HEAD ON,45.7150409,-111.0640905
C000090E,305+0.230,BOZEMAN,GALLATIN,July,2013,14:30,TUE,INTERSECTION-RELATED,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR-END,45.71593312,-111.0636371
C000090E,305+0.230,BOZEMAN,GALLATIN,June,2013,0:04,MON,INTERSECTION-RELATED,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),FIXED OBJECT,45.71593312,-111.0636371
C000090E,305+0.230,BOZEMAN,GALLATIN,April,2013,15:59,SUN,INTERSECTION-RELATED,ON ROADWAY,CLOUDY,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR-END,45.71593312,-111.0636371
C000090E,305+0.254,BOZEMAN,GALLATIN,November,2016,17:30,TUE,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DARK-NOT LIGHTED,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),WILD ANIMAL,45.71473268,-111.0638005
C000090E,305+0.310,,GALLATIN,July,2013,6:35,MON,NON-JUNCTION,ON ROADWAY,CLEAR,DRY,DAYLIGHT,NON-INJURY ACCIDENT (PROPERTY- DAMAGE-ONLY ACCIDENT),REAR-END,45.71396,-111.063305
